tokens,left_margin,bottom_right,upper_left
of,0.4458070931388797,0.4688271604938271,0.4688271604938271
Technology,0.5638051044083526,0.4691358024691358,0.4691358024691358
1947,0.5899900563473649,0.4688271604938271,0.4688271604938271
Submitted,0.296983758700696,0.487962962962963,0.487962962962963
in,0.4229366920782234,0.4882716049382716,0.4882716049382716
Partial,0.4590652966523036,0.4885802469135802,0.4885802469135802
Fulfillment,0.4948624461385482,0.4882716049382716,0.4882716049382716
of,0.5638051044083526,0.4882716049382716,0.4882716049382716
the,0.3586344050381173,0.5077160493827161,0.5077160493827161
Requirements,0.4272456082200861,0.5077160493827161,0.5077160493827161
for,0.4527676499834272,0.5077160493827161,0.5077160493827161
the,0.4322174345376201,0.5271604938271605,0.5271604938271605
Degree,0.2651640702684786,0.5462962962962963,0.5462962962962963
of,0.3980775604905535,0.546604938271605,0.546604938271605
Doctor,0.4849187935034802,0.5472222222222223,0.5472222222222223
of,0.510772290354657,0.5472222222222223,0.5472222222222223
Science,0.4255883327809082,0.5657407407407408,0.5657407407407408
from,0.113026184951939,0.6484567901234568,0.6484567901234568
the,0.1816373881339078,0.6503086419753087,0.6503086419753087
Massachusetts,0.1985415976135233,0.6503086419753087,0.6503086419753087
Institute,0.2462711302618495,0.6614197530864198,0.6614197530864198
of,0.4103413987404706,0.716358024691358,0.716358024691358
Technology,0.4666887636725224,0.7145061728395061,0.7145061728395061
1955,0.585018230029831,0.7151234567901235,0.7151234567901235
Signature,0.6513092475969506,0.7148148148148148,0.7148148148148148
of,0.703016241299304,0.7138888888888889,0.7138888888888889
Author,0.374544249254226,0.7799382716049382,0.7799382716049382
Department,0.452104739807756,0.7796296296296297,0.7796296296296297
of,0.5518727212462712,0.7814814814814814,0.7814814814814814
Metallurgy,0.6330792177659927,0.7867283950617284,0.7867283950617284
May,0.6539608882996354,0.7842592592592592,0.7842592592592592
16,0.7205833609545906,0.7842592592592592,0.7842592592592592
",",0.4123301292674842,0.8725308641975309,0.8725308641975309
1955,0.2141199867417965,0.2385802469135802,0.2385802469135802
-Professors,0.3304607225720914,0.2382716049382716,0.2382716049382716
in,0.3970831952270467,0.2373456790123456,0.2373456790123456
Charge,0.4806098773616175,0.2367283950617284,0.2367283950617284
of,0.3642691415313225,0.2845679012345679,0.2845679012345679
Research,0.2989724892277096,0.3317901234567901,0.3317901234567901
-------------------------Chairman,0.4143188597944978,0.3305555555555555,0.3305555555555555
",",0.3815048060987736,0.4317901234567901,0.4317901234567901
Departmental,0.3433874709976798,0.4632716049382716,0.4632716049382716
Committee,0.4123301292674842,0.4632716049382716,0.4632716049382716
on,0.2618495193901226,0.4944444444444444,0.4944444444444444
Graduate,0.3228372555518727,0.4938271604938271,0.4938271604938271
Students,0.3921113689095127,0.4938271604938271,0.4938271604938271
----------A,0.4736493205170699,0.4925925925925926,0.4925925925925926
CRITICAL,0.2141199867417965,0.5410493827160494,0.5410493827160494
SURVEY,0.3135565130924759,0.5410493827160494,0.5410493827160494
OF,0.342393105734173,0.5410493827160494,0.5410493827160494
PUBLISHED,0.4219423268147166,0.5404320987654321,0.5404320987654321
PHYSICAL,0.53463705667882,0.5391975308641975,0.5391975308641975
PLANNING,0.5730858468677494,0.5419753086419753,0.5419753086419753
PRINCIPLES,0.2621809744779582,0.5725308641975309,0.5725308641975309
by,0.3924428239973483,0.5725308641975309,0.5725308641975309
Thomas,0.4235996022538946,0.5725308641975309,0.5725308641975309
A.,0.4617169373549884,0.5725308641975309,0.5725308641975309
Reiner,0.5329797812396421,0.5725308641975309,0.5725308641975309
B.A.,0.3026184951939012,0.604320987654321,0.604320987654321
",",0.3732184289028836,0.604320987654321,0.604320987654321
Swarthmore,0.4030493868080875,0.604320987654321,0.604320987654321
College,0.452104739807756,0.6040123456790123,0.6040123456790123
(,0.3931057341730196,0.6358024691358025,0.6358024691358025
1952,0.4239310573417302,0.6354938271604939,0.6354938271604939
),0.2230692741133576,0.6648148148148149,0.6648148148148149
Submitted,0.3636062313556513,0.6666666666666666,0.6666666666666666
in,0.4630427577063308,0.6669753086419753,0.6669753086419753
partial,0.4935366257872058,0.6666666666666666,0.6666666666666666
fulfillment,0.3529996685449121,0.6984567901234567,0.6984567901234567
of,0.3941000994365263,0.6981481481481482,0.6981481481481482
the,0.4335432548889625,0.6978395061728395,0.6978395061728395
requirements,0.1753397414650314,0.7762345679012346,0.7762345679012346
for,0.2751077229035465,0.7762345679012346,0.7762345679012346
the,0.3032814053695724,0.7765432098765432,0.7765432098765432
degree,0.3964202850513755,0.7675925925925926,0.7675925925925926
of,0.3629433211799801,0.7867283950617284,0.7867283950617284
Master,0.1740139211136891,0.8225308641975309,0.8225308641975309
in,0.2737819025522042,0.8225308641975309,0.8225308641975309
City,0.3046072257209148,0.8175925925925925,0.8175925925925925
Planning,0.303612860457408,0.8364197530864198,0.8364197530864198
at,0.3622804110043089,0.8391975308641976,0.8391975308641976
the-,0.4736493205170699,0.8358024691358025,0.8358024691358025
Massachusetts,0.5028173682466026,0.8391975308641976,0.8391975308641976
Institute,0.5472323500165728,0.8358024691358025,0.8358024691358025
of,0.3029499502817368,0.8549382716049383,0.8549382716049383
Technology,0.3934371892608551,0.8549382716049383,0.8549382716049383
---------------------------------------City,0.1216440172356645,0.1771604938271604,0.1771604938271604
and,0.15512098110706,0.1771604938271604,0.1771604938271604
Regional,0.2379847530659595,0.1765432098765432,0.1765432098765432
Planning,0.3354325488896255,0.1762345679012345,0.1762345679012345
-----------------------T----------------hesis,0.3941000994365263,0.1762345679012345,0.1762345679012345
A----------dviso--r----,0.4259197878687438,0.1762345679012345,0.1762345679012345
Au--------t-----h----------------or,0.4676831289360291,0.1762345679012345,0.1762345679012345
--------------Master,0.5495525356314219,0.1753086419753086,0.1753086419753086
in,0.3851508120649652,0.2679012345679012,0.2679012345679012
Architecture,0.2794166390454093,0.2987654320987654,0.2987654320987654
at,0.3513423931057342,0.2984567901234567,0.2984567901234567
Massachusetts,0.4249254226052369,0.2984567901234567,0.2984567901234567
Institute,0.2873715611534637,0.3299382716049382,0.3299382716049382
of,0.3533311236327477,0.3305555555555555,0.3305555555555555
Technology-,0.4013921113689095,0.3296296296296296,0.3296296296296296
------------Submitted,0.3622804110043089,0.3595679012345679,0.3595679012345679
by-,0.2048392442823997,0.5626543209876543,0.5626543209876543
---Visvaldis,0.2959893934371893,0.5623456790123457,0.5623456790123457
Paukulis,0.3284719920450779,0.5617283950617284,0.5617283950617284
B.Arch.,0.4017235664567451,0.5623456790123457,0.5623456790123457
",",0.5094464700033146,0.562037037037037,0.562037037037037
State,0.5419290686112032,0.5623456790123457,0.5623456790123457
Inst,0.2459396751740139,0.5935185185185186,0.5935185185185186
.,0.3606231355651309,0.5935185185185186,0.5935185185185186
of,0.4020550215445807,0.5935185185185186,0.5935185185185186
Technology,0.4424925422605237,0.5935185185185186,0.5935185185185186
",",0.5094464700033146,0.5935185185185186,0.5935185185185186
Riga,0.2787537288697381,0.6246913580246913,0.6246913580246913
",",0.3453762015246934,0.6246913580246913,0.6246913580246913
Latvia,0.3775273450447464,0.6243827160493827,0.6243827160493827
To,0.4265826980444149,0.6243827160493827,0.6243827160493827
-Lawrence,0.3609545906529665,0.6697530864197531,0.6697530864197531
B.,0.386145177328472,0.6697530864197531,0.6697530864197531
Anderson,0.221080543586344,0.716358024691358,0.716358024691358
Head,0.3450447464368578,0.7169753086419753,0.7169753086419753
",",0.4352005303281405,0.7169753086419753,0.7169753086419753
Department,0.4676831289360291,0.7160493827160493,0.7160493827160493
of,0.3622804110043089,0.7453703703703703,0.7453703703703703
Architecture,0.3327809081869406,0.779320987654321,0.779320987654321
",",0.5004971826317534,0.7848765432098765,0.7848765432098765
M.I.T-,0.2045077891945641,0.8092592592592592,0.8092592592592592
.,0.2867086509777925,0.8092592592592592,0.8092592592592592
A,0.3138879681803115,0.8067901234567901,0.8067901234567901
DEVELOPMENT,0.4961882664898906,0.8160493827160494,0.8160493827160494
STUDY,0.5422605236990388,0.8157407407407408,0.8157407407407408
FOR,0.6098773616175008,0.8046296296296296,0.8046296296296296
NORTH,0.2038448790188929,0.8398148148148148,0.8398148148148148
PHILADELPHIA,0.2804110043089161,0.8401234567901235,0.8401234567901235
AIRPORT,0.3138879681803115,0.8469135802469135,0.8469135802469135
by,0.3467020218760357,0.8438271604938271,0.8438271604938271
Richard,0.6201524693404044,0.8401234567901235,0.8401234567901235
M.,0.3155452436194895,0.3496913580246913,0.3496913580246913
Horowitz,0.337421279416639,0.3496913580246913,0.3496913580246913
Submitted,0.4279085183957574,0.3493827160493827,0.3493827160493827
in,0.3059330460722572,0.3808641975308642,0.3808641975308642
Partial,0.3463705667882002,0.3808641975308642,0.3808641975308642
Fulfillment,0.386145177328472,0.3805555555555555,0.3805555555555555
of,0.447132913490222,0.3802469135802469,0.3802469135802469
the,0.4756380510440835,0.3805555555555555,0.3805555555555555
Requirements,0.2568776930725887,0.412037037037037,0.412037037037037
for,0.3768644348690752,0.4114197530864197,0.4114197530864197
the,0.5054690089492874,0.4114197530864197,0.4114197530864197
Degree,0.3871395425919788,0.4950617283950617,0.4950617283950617
of,0.3463705667882002,0.6901234567901234,0.6901234567901234
Master,0.445475638051044,0.6910493827160494,0.6910493827160494
in,0.2055021544580709,0.7219135802469135,0.7219135802469135
Architecture,0.2867086509777925,0.7219135802469135,0.7219135802469135
on,0.316871063970832,0.7212962962962963,0.7212962962962963
August,0.3960888299635399,0.7212962962962963,0.7212962962962963
30,0.4547563805104408,0.7209876543209877,0.7209876543209877
",",0.5054690089492874,0.720679012345679,0.720679012345679
1954,0.5760689426582698,0.720679012345679,0.720679012345679
Massachusetts,0.4000662910175671,0.7358024691358025,0.7358024691358025
Institute,0.3931057341730196,0.7444444444444445,0.7444444444444445
of,0.1869406695392774,0.1904320987654321,0.1904320987654321
Technology,0.2131256214782897,0.1907407407407407,0.1907407407407407
Author,0.3225058004640371,0.191358024691358,0.191358024691358
Laurence,0.3722240636393769,0.1919753086419753,0.1919753086419753
B.,0.419953596287703,0.1922839506172839,0.1922839506172839
Anderson,0.5538614517732847,0.1932098765432098,0.1932098765432098
Head,0.2101425256877693,0.2015432098765432,0.2015432098765432
of,0.2141199867417965,0.2015432098765432,0.2015432098765432
the,0.2525687769307259,0.2015432098765432,0.2015432098765432
Department,0.266489890619821,0.2015432098765432,0.2015432098765432
of,0.2727875372886973,0.2015432098765432,0.2015432098765432
Architecture,0.2820682797480941,0.2015432098765432,0.2015432098765432
",",0.3029499502817368,0.2015432098765432,0.2015432098765432
Massachusetts,0.3115677825654623,0.2015432098765432,0.2015432098765432
Institute,0.3268147166058999,0.2015432098765432,0.2015432098765432
of,0.3506794829300629,0.2015432098765432,0.2015432098765432
Technology-,0.377858800132582,0.2015432098765432,0.2015432098765432
X-RAY,0.37951607557176,0.2015432098765432,0.2015432098765432
DIFFRACTION,0.391117003646006,0.2015432098765432,0.2015432098765432
ANALYSIS,0.4405038117335101,0.2015432098765432,0.2015432098765432
OF,0.4577394763009612,0.2015432098765432,0.2015432098765432
THE,0.4676831289360291,0.2015432098765432,0.2015432098765432
STRUCTURE,0.4786211468346039,0.2015432098765432,0.2015432098765432
OF,0.5084521047398077,0.2015432098765432,0.2015432098765432
DEOXYRIBONUCLEIC,0.5177328471992045,0.2015432098765432,0.2015432098765432
ACID,0.5200530328140537,0.2015432098765432,0.2015432098765432
by,0.5402717931720252,0.2015432098765432,0.2015432098765432
Harold,0.578389128273119,0.2015432098765432,0.2015432098765432
Winfield,0.5813722240636394,0.2015432098765432,0.2015432098765432
Wyckoff,0.6131919124958568,0.2015432098765432,0.2015432098765432
B.S,0.699701690420948,0.2015432098765432,0.2015432098765432
.,0.7272124627113026,0.2108024691358024,0.2108024691358024
Antioch,0.3046072257209148,0.2268518518518518,0.2268518518518518
College,0.3443818362611866,0.2268518518518518,0.2268518518518518
(,0.3941000994365263,0.2277777777777777,0.2277777777777777
1949,0.499171362280411,0.2280864197530864,0.2280864197530864
),0.3503480278422274,0.2623456790123457,0.2623456790123457
SUBMITTED,0.381173351010938,0.2626543209876543,0.2626543209876543
IN,0.4332117998011269,0.2629629629629629,0.2629629629629629
PARTIAL,0.495856811402055,0.2632716049382716,0.2632716049382716
F-ULLFILLMENT,0.4279085183957574,0.3154320987654321,0.3154320987654321
OF,0.3646005966191581,0.3503086419753086,0.3503086419753086
TRE,0.4540934703347696,0.3509259259259259,0.3509259259259259
REQUIREMENTS,0.4786211468346039,0.3509259259259259,0.3509259259259259
FOR,0.3029499502817368,0.3848765432098765,0.3848765432098765
THE,0.3264832615180643,0.3854938271604938,0.3854938271604938
DEGREE,0.3854822671528008,0.3854938271604938,0.3854938271604938
OF,0.4540934703347696,0.3854938271604938,0.3854938271604938
DOCTOR,0.546237984753066,0.3851851851851852,0.3851851851851852
OF,0.21610871726881,0.4716049382716049,0.4716049382716049
PHILOSOPHY,0.3354325488896255,0.4722222222222222,0.4722222222222222
at,0.3669207822340073,0.4725308641975309,0.4725308641975309
the,0.458733841564468,0.4734567901234568,0.4734567901234568
MASSACHUSETTS,0.6052369903878024,0.4746913580246913,0.4746913580246913
INSTITUTE,0.6420285051375538,0.4743827160493827,0.4743827160493827
OF,0.2734504474643686,0.5074074074074074,0.5074074074074074
TECHNOLOGY,0.4269141531322505,0.5083333333333333,0.5083333333333333
June,0.46536294332118,0.508641975308642,0.508641975308642
",",0.5144182963208486,0.5092592592592593,0.5092592592592593
1955,0.6019224395094465,0.5098765432098765,0.5098765432098765
Signature,0.3165396088829963,0.5429012345679012,0.5429012345679012
of,0.4020550215445807,0.5435185185185185,0.5435185185185185
Author,0.4325488896254557,0.5438271604938272,0.5438271604938272
--------Department,0.4895591647331787,0.5444444444444444,0.5444444444444444
of,0.4229366920782234,0.5793209876543209,0.5793209876543209
Biology,0.445475638051044,0.5793209876543209,0.5793209876543209
",",0.231024196221412,0.6129629629629629,0.6129629629629629
June,0.3954259197878687,0.6138888888888889,0.6138888888888889
5,0.5044746436857805,0.6145061728395061,0.6145061728395061
",",0.5412661584355319,0.6151234567901235,0.6151234567901235
1955,0.3974146503148823,0.6493827160493827,0.6493827160493827
Certified,0.4590652966523036,0.6496913580246914,0.6496913580246914
by-,0.1504806098773616,0.7540123456790123,0.7540123456790123
Thesis,0.2359960225389459,0.7540123456790123,0.7540123456790123
Supervisor,0.2578720583360954,0.7546296296296297,0.7546296296296297
-------------Accepted,0.4696718594630427,0.7672839506172839,0.7672839506172839
by,0.4640371229698375,0.770679012345679,0.770679012345679
Chairman,0.1508120649651972,0.7888888888888889,0.7888888888888889
",",0.23268147166059,0.7895061728395062,0.7895061728395062
Departmental,0.3042757706330792,0.7753086419753087,0.7753086419753087
Committee,0.2830626450116009,0.8074074074074075,0.8074074074074075
on,0.3354325488896255,0.8074074074074075,0.8074074074074075
Graduate,0.4365263506794829,0.807716049382716,0.807716049382716
Students,0.458733841564468,0.807716049382716,0.807716049382716
TOWARD,0.4981769970169042,0.8003086419753086,0.8003086419753086
A,0.5333112363274777,0.8089506172839506,0.8089506172839506
NEW,0.6115346370566788,0.8098765432098766,0.8098765432098766
ARCHITECTURE,0.227709645343056,0.1293209876543209,0.1293209876543209
FOR,0.2784222737819025,0.1287037037037037,0.1287037037037037
INDUSTRY-,0.381173351010938,0.1290123456790123,0.1290123456790123
by,0.4050381173351011,0.1287037037037037,0.1287037037037037
N.Keith,0.4564136559496188,0.1277777777777777,0.1277777777777777
Scott,0.3205170699370235,0.2003086419753086,0.2003086419753086
",",0.3639376864434869,0.2006172839506173,0.2006172839506173
M.A.,0.3891282731189924,0.2,0.2
",",0.2707988067616838,0.2716049382716049,0.2716049382716049
B.Arch,0.3301292674842558,0.270679012345679,0.270679012345679
",",0.4245939675174014,0.2703703703703703,0.2703703703703703
(,0.4494530991050712,0.2703703703703703,0.2703703703703703
Hons,0.3665893271461717,0.2845679012345679,0.2845679012345679
.,0.2127941663904541,0.3111111111111111,0.3111111111111111
),0.2628438846536294,0.3098765432098765,0.3098765432098765
Liverpool,0.3831620815379516,0.3074074074074074,0.3074074074074074
",",0.4630427577063308,0.3061728395061728,0.3061728395061728
A.R.I.B.A.,0.4922108054358634,0.3095679012345679,0.3095679012345679
",",0.3669207822340073,0.3234567901234568,0.3234567901234568
Dip.C.D.,0.2552204176334107,0.3737654320987654,0.3737654320987654
",",0.3413987404706662,0.3737654320987654,0.3737654320987654
A.M.T.P.I,0.3652635067948293,0.3731481481481482,0.3731481481481482
.,0.4328803447132913,0.3728395061728395,0.3728395061728395
Submitted,0.2724560822008617,0.3891975308641975,0.3891975308641975
in,0.2979781239642028,0.3891975308641975,0.3891975308641975
partial,0.3311236327477627,0.3885802469135802,0.3885802469135802
fulfillment,0.4414981769970169,0.3885802469135802,0.3885802469135802
of,0.4763009612197547,0.3885802469135802,0.3885802469135802
the,0.2721246271130262,0.4052469135802469,0.4052469135802469
requirements,0.3321179980112694,0.4052469135802469,0.4052469135802469
for,0.3569771295989393,0.4046296296296296,0.4046296296296296
the,0.4169705004971826,0.404320987654321,0.404320987654321
degree,0.4421610871726881,0.404320987654321,0.404320987654321
of,0.3655949618826649,0.4283950617283951,0.4283950617283951
Master,0.391117003646006,0.4280864197530864,0.4280864197530864
in,0.2300298309579052,0.4524691358024691,0.4524691358024691
Architecture,0.3506794829300629,0.4521604938271605,0.4521604938271605
at,0.4348690752403049,0.4518518518518518,0.4518518518518518
the,0.4593967517401392,0.4515432098765432,0.4515432098765432
Massachusetts,0.349022207490885,0.4682098765432099,0.4682098765432099
Institute,0.4007292011932383,0.4672839506172839,0.4672839506172839
of,0.113026184951939,0.6876543209876543,0.6876543209876543
Technology-,0.1992045077891945,0.6888888888888889,0.6888888888888889
-N.,0.2234007292011932,0.6805555555555556,0.6805555555555556
Keith,0.2777593636062314,0.6851851851851852,0.6851851851851852
Scott,0.3029499502817368,0.6805555555555556,0.6805555555555556
.,0.3288034471329135,0.6805555555555556,0.6805555555555556
-THE,0.2651640702684786,0.7160493827160493,0.7160493827160493
RAMAN,0.2737819025522042,0.7040123456790124,0.7040123456790124
SPECTRA,0.3682466025853497,0.7040123456790124,0.7040123456790124
AND,0.3924428239973483,0.703395061728395,0.703395061728395
STRUCTURE,0.5972820682797481,0.703395061728395,0.703395061728395
OF,0.6330792177659927,0.7030864197530864,0.7030864197530864
SILICA,0.6672190918130594,0.7030864197530864,0.7030864197530864
AND,0.1140205502154458,0.7287037037037037,0.7287037037037037
THE,0.1985415976135233,0.7290123456790123,0.7290123456790123
SODA-SILICA,0.2230692741133576,0.7354938271604938,0.7354938271604938
GLASSES,0.2359960225389459,0.7348765432098765,0.7348765432098765
by,0.269804441498177,0.7277777777777777,0.7277777777777777
GEORGE,0.2916804772953265,0.7277777777777777,0.7277777777777777
BARWICK,0.3178654292343387,0.7277777777777777,0.7277777777777777
WILMOT,0.3410672853828306,0.7277777777777777,0.7277777777777777
B.S.,0.369572422936692,0.7277777777777777,0.7277777777777777
",",0.4057010275107723,0.7342592592592593,0.7342592592592593
Rensselaer,0.5807093138879682,0.7351851851851852,0.7351851851851852
Polytechnic,0.6400397746105403,0.7212962962962963,0.7212962962962963
Institute,0.650977792509115,0.7200617283950618,0.7200617283950618
(,0.2930062976466688,0.7546296296296297,0.7546296296296297
1951,0.3868080875041432,0.7521604938271605,0.7521604938271605
),0.4209479615512098,0.7577160493827161,0.7577160493827161
SUBMITTED,0.4388465362943321,0.7521604938271605,0.7521604938271605
IN,0.4719920450778919,0.7469135802469136,0.7469135802469136
PARTIAL,0.5551872721246272,0.7435185185185185,0.7435185185185185
FULFILLMENT,0.615512098110706,0.7435185185185185,0.7435185185185185
OF,0.113026184951939,0.7765432098765432,0.7765432098765432
THE,0.1902552204176334,0.7765432098765432,0.7765432098765432
REQUIREMENTS,0.4179648657606894,0.7848765432098765,0.7848765432098765
FOR,0.5896586012595293,0.7737654320987655,0.7737654320987655
THE,0.6194895591647331,0.7814814814814814,0.7814814814814814
DEGREE,0.6363937686443487,0.7811728395061729,0.7811728395061729
OF,0.6619158104076898,0.7811728395061729,0.7811728395061729
DOCTOR,0.2585349685117666,0.7919753086419753,0.7919753086419753
OF,0.3235001657275439,0.7907407407407407,0.7907407407407407
PHILOSOPHY,0.3427245608220086,0.7842592592592592,0.7842592592592592
at,0.4534305601590984,0.7910493827160494,0.7910493827160494
the,0.5399403380841896,0.7938271604938272,0.7938271604938272
MASSACHUSETTS,0.5647994696718595,0.7910493827160494,0.7910493827160494
INSTITUTE,0.6416970500497182,0.7910493827160494,0.7910493827160494
OF,0.4885647994696718,0.8194444444444444,0.8194444444444444
TECHNOLOGY,0.2243950944647,0.2509259259259259,0.2509259259259259
Signature,0.3314550878355983,0.2515432098765432,0.2515432098765432
of,0.3563142194232681,0.2512345679012345,0.2512345679012345
Author,0.3841564468014584,0.2515432098765432,0.2515432098765432
De-partment,0.5283394100099437,0.2518518518518518,0.2518518518518518
of,0.4027179317202519,0.2861111111111111,0.2861111111111111
Chemistry,0.3483592973152138,0.3185185185185185,0.3185185185185185
",",0.3931057341730196,0.3194444444444444,0.3194444444444444
Nov.,0.4206165064633742,0.3191358024691358,0.3191358024691358
10,0.2674842558833278,0.3354938271604938,0.3354938271604938
",",0.3215114352005303,0.3358024691358025,0.3358024691358025
1954,0.4126615843553198,0.3361111111111111,0.3361111111111111
Certified,0.4647000331455088,0.3361111111111111,0.3361111111111111
by,0.386145177328472,0.35,0.35
----------Thesis-,0.3211799801126947,0.3691358024691358,0.3691358024691358
Supervisor-,0.374544249254226,0.3691358024691358,0.3691358024691358
Accepted,0.421610871726881,0.3694444444444444,0.3694444444444444
by,0.3864766324163076,0.3842592592592592,0.3842592592592592
---------------------Chairman,0.1428571428571428,0.4182098765432099,0.4182098765432099
",",0.2320185614849187,0.4188271604938272,0.4188271604938272
Departmental,0.2575406032482598,0.4182098765432099,0.4182098765432099
Committee,0.3294663573085847,0.4188271604938272,0.4188271604938272
on,0.4381836261186609,0.4188271604938272,0.4188271604938272
Graduate,0.4650314882333444,0.4191358024691358,0.4191358024691358
Students,0.5001657275439177,0.4191358024691358,0.4191358024691358
THE,0.617169373549884,0.4191358024691358,0.4191358024691358
RESPONSE,0.6539608882996354,0.4191358024691358,0.4191358024691358
OF,0.2853828306264501,0.4348765432098765,0.4348765432098765
CONTINUOUS,0.3486907524030493,0.4358024691358024,0.4358024691358024
SYSTEMS,0.374544249254226,0.4354938271604938,0.4354938271604938
TO,0.4381836261186609,0.4358024691358024,0.4358024691358024
RANDOM,0.46536294332118,0.4354938271604938,0.4354938271604938
NOISE,0.3834935366257872,0.4697530864197531,0.4697530864197531
FIELDS,0.4119986741796486,0.4694444444444444,0.4694444444444444
by,0.2475969506131919,0.5018518518518519,0.5018518518518519
Richard,0.3752071594298972,0.5024691358024691,0.5024691358024691
H.,0.46536294332118,0.5024691358024691,0.5024691358024691
Lyon,0.4912164401723566,0.5024691358024691,0.5024691358024691
A,0.3851508120649652,0.5172839506172839,0.5172839506172839
.,0.141862777593636,0.5530864197530864,0.5530864197530864
B.,0.2313556513092476,0.5537037037037037,0.5537037037037037
",",0.256546237984753,0.5530864197530864,0.5530864197530864
Evansville,0.3679151474975141,0.5608024691358025,0.5608024691358025
College,0.3652635067948293,0.5697530864197531,0.5697530864197531
",",0.4643685780576732,0.5703703703703704,0.5703703703703704
1952,0.4902220749088498,0.5703703703703704,0.5703703703703704
Submitted,0.5893271461716937,0.5660493827160494,0.5660493827160494
in,0.6257872058336096,0.5648148148148148,0.5648148148148148
Partial,0.5270135896586012,0.5867283950617284,0.5867283950617284
Fulfillment,0.6072257209148161,0.5873456790123457,0.5873456790123457
of,0.6430228704010607,0.5873456790123457,0.5873456790123457
the,0.141862777593636,0.6197530864197531,0.6197530864197531
Requirements,0.2296983758700696,0.6203703703703703,0.6203703703703703
for,0.5359628770301624,0.6404320987654321,0.6404320987654321
the,0.5992707988067617,0.6404320987654321,0.6404320987654321
Degree,0.5359628770301624,0.6953703703703704,0.6953703703703704
of,0.5992707988067617,0.6959876543209876,0.6959876543209876
Doctor,0.6907524030493868,0.7444444444444445,0.7444444444444445
of,0.5352999668544912,0.7537037037037037,0.7537037037037037
Philosophy,0.5989393437189261,0.754320987654321,0.754320987654321
at,0.1388796818031157,0.7956790123456791,0.7956790123456791
the,0.2197547232350016,0.7959876543209876,0.7959876543209876
MASSACHUSETTS,0.5293337752734505,0.803395061728395,0.803395061728395
INSTITUTE,0.6092144514418296,0.803395061728395,0.803395061728395
OF,0.2214119986741796,0.8070987654320988,0.8070987654320988
TECHNOLOGY,0.31024196221412,0.8126543209876543,0.8126543209876543
June,0.4285714285714285,0.8126543209876543,0.8126543209876543
",",0.5174013921113689,0.8157407407407408,0.8157407407407408
1955,0.5442492542260524,0.8126543209876543,0.8126543209876543
Signature,0.6251242956579384,0.8126543209876543,0.8126543209876543
of,0.6181637388133908,0.8308641975308642,0.8308641975308642
Author,0.3427245608220086,0.1348765432098765,0.1348765432098765
-------------------------------------------Department,0.445475638051044,0.1351851851851851,0.1351851851851851
of,0.4146503148823334,0.1669753086419753,0.1669753086419753
Physics,0.3327809081869406,0.1984567901234568,0.1984567901234568
",",0.4676831289360291,0.1984567901234568,0.1984567901234568
May,0.4249254226052369,0.2623456790123457,0.2623456790123457
16,0.3437189260855154,0.2932098765432099,0.2932098765432099
",",0.3937686443486907,0.2932098765432099,0.2932098765432099
1955,0.4769638713954259,0.2929012345679012,0.2929012345679012
Certified,0.2114683460391117,0.3407407407407407,0.3407407407407407
by,0.2601922439509446,0.3401234567901234,0.3401234567901234
Th--------e-------------------------------sis,0.4060324825986079,0.3401234567901234,0.3401234567901234
Supervisor,0.509115014915479,0.3404320987654321,0.3404320987654321
---Accepted,0.539608882996354,0.3401234567901234,0.3401234567901234
by,0.6519721577726219,0.3379629629629629,0.3379629629629629
--------------------------Chairman,0.2525687769307259,0.4645061728395062,0.4645061728395062
",",0.3556513092475969,0.4651234567901234,0.4651234567901234
Departmental,0.384487901889294,0.4648148148148148,0.4648148148148148
Committee,0.4686774941995359,0.4641975308641975,0.4641975308641975
on,0.5923102419622142,0.4648148148148148,0.4648148148148148
Graduate-,0.6231355651309247,0.4641975308641975,0.4641975308641975
Students,0.2926748425588333,0.495679012345679,0.495679012345679
------THE,0.4272456082200861,0.4966049382716049,0.4966049382716049
COMMUNITY,0.4690089492873716,0.4959876543209877,0.4959876543209877
COSTS,0.509115014915479,0.4966049382716049,0.4966049382716049
RESULTING,0.5826980444149817,0.4959876543209877,0.4959876543209877
FROM,0.3450447464368578,0.5274691358024691,0.5274691358024691
GROWTH,0.4179648657606894,0.5277777777777778,0.5277777777777778
Robert,0.4491216440172356,0.5280864197530865,0.5280864197530865
Edward,0.3864766324163076,0.5592592592592592,0.5592592592592592
Coughlin,0.4381836261186609,0.5589506172839506,0.5589506172839506
A,0.2823997348359297,0.5901234567901235,0.5901234567901235
.,0.428239973483593,0.5901234567901235,0.5901234567901235
B.,0.5316539608882996,0.5904320987654321,0.5904320987654321
",",0.5618163738813391,0.5901234567901235,0.5901234567901235
Harvard,0.4073583029499503,0.6216049382716049,0.6216049382716049
College,0.108054358634405,0.6858024691358025,0.6858024691358025
1950,0.2124627113026184,0.6861111111111111,0.6861111111111111
Submitted,0.2416307590321511,0.6854938271604938,0.6854938271604938
in,0.108054358634405,0.7021604938271605,0.7021604938271605
Partial,0.2230692741133576,0.7021604938271605,0.7021604938271605
Fulfillment,0.2515744116672191,0.7021604938271605,0.7021604938271605
of,0.1070599933708982,0.7182098765432099,0.7182098765432099
the,0.1488233344381836,0.716358024691358,0.716358024691358
Requirements,0.190586675505469,0.7175925925925926,0.7175925925925926
for,0.3135565130924759,0.695679012345679,0.695679012345679
