img_path,text,class
/home/mchou001/Label-Dedication/502/aug225.png,"Dedication
To my wife for all her patience, understanding, and love.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug226.png,"Dedication
It is my duty to my wife for her patience, understanding, and love.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug227.png,"Dedication
It is my duty to my wife for all her patience, understanding and love.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug228.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug229.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug230.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug231.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug232.png,"Dedication
To PERRY, GARY, and JOEL.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug233.png,"Dedication
ToERRY, GARY, and JOEL.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug234.png,"Dedication
To PERRY, GARY, AND JOEL.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug235.png,"Dedication
ToERRY, GARY, AND JOEL.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug236.png,"Dedication
Permission was granted for my Wife and Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug237.png,"Dedication
Permission was granted for my Wife and Parents to be re-produced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug238.png,"Dedication
Permission was given for my Wife and Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug239.png,"Dedication
Permission was granted for my wife and parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug240.png,"Dedication
Permission was granted for my Wife and Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug241.png,"Dedication
Permission was granted for my Wife and Parents to be re-produced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug242.png,"Dedication
Permission was given for my Wife and Parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug243.png,"Dedication
Permission was granted for my wife and parents to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug244.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug245.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug246.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug247.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug248.png,"Dedication
My Father was reproduced with permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug249.png,"Dedication
My Father was reproduced with the permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug250.png,"Dedication
My Father was reproduced with permission of the owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug251.png,"Dedication
My Father was reproduced with the permission of the owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug252.png,"Dedication
My Father was reproduced with permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug253.png,"Dedication
My Father was reproduced with the permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug254.png,"Dedication
My Father was reproduced with permission of the owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug255.png,"Dedication
My Father was reproduced with the permission of the owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug256.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug257.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug258.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug259.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug260.png,"Dedication
To my wife and my friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug261.png,"Dedication
To my wife and friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug262.png,"Dedication
To my wife and to my friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug263.png,"Dedication
To my family and friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug264.png,"Dedication
To my wife and my friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug265.png,"Dedication
To my wife and friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug266.png,"Dedication
To my wife and to my friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug267.png,"Dedication
To my family and friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug268.png,"Dedication
Permission was granted for this reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug269.png,"Dedication
It was reproduced with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug270.png,"Dedication
Permission was granted for the reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug271.png,"Dedication
Permission was given to reproduce with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug272.png,"Dedication
To my wife and my friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug273.png,"Dedication
To my wife and friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug274.png,"Dedication
To my wife and to my friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug275.png,"Dedication
To my family and friends.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug276.png,"Dedication
Permission was granted for this reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug277.png,"Dedication
It was reproduced with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug278.png,"Dedication
Permission was granted for the reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug279.png,"Dedication
Permission was given to reproduce with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug280.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug281.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug282.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug283.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug284.png,"Dedication
Permission was granted for Carol to reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug285.png,"Dedication
Permission was granted for Carol to reproduce with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug286.png,"Dedication
Permission was granted for Carol to reproduce with the permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug287.png,"Dedication
The owner of the copyright granted permission for Carol to reproduce it.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug288.png,"Dedication
Permission was granted for Carol to reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug289.png,"Dedication
Permission was granted for Carol to reproduce with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug290.png,"Dedication
Permission was granted for Carol to reproduce with the permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug291.png,"Dedication
The owner of the copyright granted permission for Carol to reproduce it.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug292.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug293.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug294.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug295.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug296.png,"Dedication
Permission was granted for the reproduced to my families.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug297.png,"Dedication
Dedication to my family was reproduced with the permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug298.png,"Dedication
Dedication to my family was reproduced with the permission of the owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug299.png,"Dedication
Dedication to my families was reproduced with the permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug300.png,"Dedication
Permission was granted for the reproduced to my families.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug301.png,"Dedication
Dedication to my family was reproduced with the permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug302.png,"Dedication
Dedication to my family was reproduced with the permission of the owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug303.png,"Dedication
Dedication to my families was reproduced with the permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug304.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug305.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug306.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug307.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug308.png,"Dedication
Permission was granted for To My Parents and My Wife to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug309.png,"Dedication
Permission was granted for the production of To My Parents and My Wife.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug310.png,"Dedication
Permission was granted for To My Parents and My Wife to be re-produced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug311.png,"Dedication
Permission was granted for To My Parents and My Wife to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug312.png,"Dedication
Permission was granted for To My Parents and My Wife to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug313.png,"Dedication
Permission was granted for the production of To My Parents and My Wife.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug314.png,"Dedication
Permission was granted for To My Parents and My Wife to be re-produced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug315.png,"Dedication
Permission was granted for To My Parents and My Wife to be reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug316.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug317.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug318.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug319.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug320.png,"Dedication
Continual encouragement and love from TO DEREK has been a source of inspiration and
motivation and he is able to diffuse the misery of a day full of intractable tars with a
hug and a kiss.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug321.png,"Dedication
Continual encouragement and love from TO DEREK has been a source of inspiration and
motivation, and he is able to diffuse the misery of a day full of intractable tars with a
hug and a kiss.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug322.png,"Dedication
Continual encouragement and love from TO DEREK has been a source of inspiration and
motivation, and he has been able to diffuse the misery of a day full of intractable tars
with a hug and a kiss.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug323.png,"Dedication
Continual encouragement and love from TO DEREK has been a source of inspiration and
motivation and he is able to diffuse the misery of a day full of intractable tars with a
hug and kiss.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug324.png,"Dedication
Continual encouragement and love from TO DEREK has been a source of inspiration and
motivation and he is able to diffuse the misery of a day full of intractable tars with a
hug and a kiss.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug325.png,"Dedication
Continual encouragement and love from TO DEREK has been a source of inspiration and
motivation, and he is able to diffuse the misery of a day full of intractable tars with a
hug and a kiss.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug326.png,"Dedication
Continual encouragement and love from TO DEREK has been a source of inspiration and
motivation, and he has been able to diffuse the misery of a day full of intractable tars
with a hug and a kiss.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug327.png,"Dedication
Continual encouragement and love from TO DEREK has been a source of inspiration and
motivation and he is able to diffuse the misery of a day full of intractable tars with a
hug and kiss.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug328.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug329.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug330.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug331.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug332.png,"Dedication
The copyright owner gave permission for this to be dedicated to my parents.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug333.png,"Dedication
The permission of the owner of the copyright allowed me to dedicate this thesis to my
parents.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug334.png,"Dedication
The permission of the owner of the copyright allowed me to dedicate this dissertation to
my parents.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug335.png,"Dedication
My parents were granted permission to use their copyrighted work in this dissertation.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug336.png,"Dedication
The copyright owner gave permission for this to be dedicated to my parents.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug337.png,"Dedication
The permission of the owner of the copyright allowed me to dedicate this thesis to my
parents.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug338.png,"Dedication
The permission of the owner of the copyright allowed me to dedicate this dissertation to
my parents.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug339.png,"Dedication
My parents were granted permission to use their copyrighted work in this dissertation.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug340.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug341.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug342.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug343.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug344.png,"Dedication
My parents, David and Isobel, as well as my mother-in-law, Nancy, and my late father-in-
law, were all thanked for their help and encouragement over the years.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug345.png,"Dedication
My parents, David and Isobel, as well as my mother-in-law, Nancy, and my late father-in-
law, were thanked for their help and encouragement over the years.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug346.png,"Dedication
My parents, David and Isobel, as well as my mother-in-law, Nancy, and my late father-in-
law, were all thanked for their help and encouragement.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug347.png,"Dedication
My parents, David and Isobel, as well as my mother-in-law, Nancy, and my late father-in-
law, were thanked for their help and encouragement over the course of many years.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug348.png,"Dedication
To my wife.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug349.png,"Dedication
To my spouse.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug350.png,"Dedication
To my wife, who I love very much.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug351.png,"Dedication
My wife.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug352.png,"Dedication
To my wife.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug353.png,"Dedication
To my spouse.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug354.png,"Dedication
To my wife, who I love very much.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug355.png,"Dedication
My wife.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug356.png,"Dedication
Permission was granted for this reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug357.png,"Dedication
It was reproduced with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug358.png,"Dedication
Permission was granted for the reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug359.png,"Dedication
Permission was given to reproduce with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug360.png,"Dedication
To my wife.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug361.png,"Dedication
To my spouse.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug362.png,"Dedication
To my wife, who I love very much.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug363.png,"Dedication
My wife.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug364.png,"Dedication
Permission was granted for this reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug365.png,"Dedication
It was reproduced with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug366.png,"Dedication
Permission was granted for the reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug367.png,"Dedication
Permission was given to reproduce with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug368.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug369.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug370.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug371.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug372.png,"Dedication
The dedication was for my first teacher, my mother.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug373.png,"Dedication
The dedication was for my mother's first teacher of young children.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug374.png,"Dedication
I would like to dedicate this song to my mother, my first teacher.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug375.png,"Dedication
I would like to dedicate this to my first teacher, my mother.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug376.png,"Dedication
The dedication was for my first teacher, my mother.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug377.png,"Dedication
The dedication was for my mother's first teacher of young children.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug378.png,"Dedication
I would like to dedicate this song to my mother, my first teacher.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug379.png,"Dedication
I would like to dedicate this to my first teacher, my mother.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug380.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug381.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug382.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug383.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug384.png,"Dedication
To my family.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug385.png,"Dedication
To my parents and siblings.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug386.png,"Dedication
My family is my priority.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug387.png,"Dedication
To my family, that's what I want.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug388.png,"Dedication
Permission was granted to reproduce to Diane and Sarah.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug389.png,"Dedication
Permission was given to reproduce to Diane and Sarah.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug390.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug391.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug392.png,"Dedication
Permission was granted to reproduce to Diane and Sarah.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug393.png,"Dedication
Permission was given to reproduce to Diane and Sarah.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug394.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug395.png,"Dedication
Permission was granted for the production to be reproduced with the permission of the
owner of the copyright.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug396.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug397.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug398.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug399.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug400.png,"Dedication
To my wife Gladys and my daughters Cynthia Sylvia Jasmine and Dianne.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug401.png,"Dedication
My wife Gladys, my daughters Cynthia Sylvia Jasmine, and Dianne were reproduced with
permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug402.png,"Dedication
My wife Gladys, my daughters Cynthia Sylvia Jasmine, and Dianne were reproduced with the
permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug403.png,"Dedication
My wife Gladys and daughters Cynthia Sylvia Jasmine and Dianne were reproduced with
permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug404.png,"Dedication
To my wife Gladys and my daughters Cynthia Sylvia Jasmine and Dianne.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug405.png,"Dedication
My wife Gladys, my daughters Cynthia Sylvia Jasmine, and Dianne were reproduced with
permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug406.png,"Dedication
My wife Gladys, my daughters Cynthia Sylvia Jasmine, and Dianne were reproduced with the
permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug407.png,"Dedication
My wife Gladys and daughters Cynthia Sylvia Jasmine and Dianne were reproduced with
permission of the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug408.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug409.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug410.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug411.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug412.png,"Dedication
The thesis is dedicated to Dr. Gough, a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug413.png,"Dedication
The thesis is dedicated to Harrison G. Gough, PhD.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug414.png,"Dedication
The thesis is dedicated to Harrison G. Gough, a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug415.png,"Dedication
Harrison G. Gough is a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug416.png,"Dedication
The thesis is dedicated to Dr. Gough, a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug417.png,"Dedication
The thesis is dedicated to Harrison G. Gough, PhD.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug418.png,"Dedication
The thesis is dedicated to Harrison G. Gough, a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug419.png,"Dedication
Harrison G. Gough is a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug420.png,"Dedication
He is a man of warmth, who instructed me with tact and gentleness, and a researcher who
gave me an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug421.png,"Dedication
He is a man of warmth, who taught me with tact and gentleness, and a researcher who gave
me an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug422.png,"Dedication
He is a man of warmth, who instructed me with tact and gentleness, and a researcher who
taught me an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug423.png,"Dedication
He is a man of warmth, who instructed me with tact and gentleness, and a researcher who
provided an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug424.png,"Dedication
The thesis is dedicated to Dr. Gough, a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug425.png,"Dedication
The thesis is dedicated to Harrison G. Gough, PhD.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug426.png,"Dedication
The thesis is dedicated to Harrison G. Gough, a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug427.png,"Dedication
Harrison G. Gough is a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug428.png,"Dedication
He is a man of warmth, who instructed me with tact and gentleness, and a researcher who
gave me an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug429.png,"Dedication
He is a man of warmth, who taught me with tact and gentleness, and a researcher who gave
me an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug430.png,"Dedication
He is a man of warmth, who instructed me with tact and gentleness, and a researcher who
taught me an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug431.png,"Dedication
He is a man of warmth, who instructed me with tact and gentleness, and a researcher who
provided an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug432.png,"Dedication
Permission was granted for this reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug433.png,"Dedication
It was reproduced with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug434.png,"Dedication
Permission was granted for the reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug435.png,"Dedication
Permission was given to reproduce with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug436.png,"Dedication
The thesis is dedicated to Dr. Gough, a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug437.png,"Dedication
The thesis is dedicated to Harrison G. Gough, PhD.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug438.png,"Dedication
The thesis is dedicated to Harrison G. Gough, a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug439.png,"Dedication
Harrison G. Gough is a man of great scholarship and common sense.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug440.png,"Dedication
He is a man of warmth, who instructed me with tact and gentleness, and a researcher who
gave me an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug441.png,"Dedication
He is a man of warmth, who taught me with tact and gentleness, and a researcher who gave
me an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug442.png,"Dedication
He is a man of warmth, who instructed me with tact and gentleness, and a researcher who
taught me an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug443.png,"Dedication
He is a man of warmth, who instructed me with tact and gentleness, and a researcher who
provided an excellent example.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug444.png,"Dedication
Permission was granted for this reproduced by the copyright owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug445.png,"Dedication
It was reproduced with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug446.png,"Dedication
Permission was granted for the reproduced.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug447.png,"Dedication
Permission was given to reproduce with the permission of the owner.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug448.png,"Dedication
Permission is required for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug449.png,"Dedication
Permission is needed for further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug450.png,"Dedication
Permission is required for any further reproduction.
",Label-Dedication
/home/mchou001/Label-Dedication/502/aug451.png,"Dedication
Permission is not granted for further reproduction.
",Label-Dedication
